region,ticks,in_p95_set,lbRelocGetForceExternHeapFile,lbRelocGetStatusBufferFile,lbRelocGetExternHeapFile,ndsRelocAssetLoadIntoZeroedHeap,ndsRelocAssetReadHeaderFromFile,ndsRelocAssetFindEntry,ndsRelocAssetGetPath,ndsRelocAssetIDForToken,ndsR2AnimCacheFind,ndsRelocRegisterLoadedFile,ndsRelocApplyWordByteSwap,ndsRelocNormalizeFighterAObj16File,ndsRelocFinalizeLoadedFile,ndsRelocApplyInternalPointerFixups,ndsRelocAddStatusNode.part.0,ndsRelocRemoveFighterAObj16LoadedAliases.part.0,f_open,f_read,f_lseek,get_fat.isra.0,disk_read,f_opendir,f_readdir,fopen,fread,fseek,fclose,_fopen_r,_fread_r,_fseek_r,_fseeko_r,_nitroFS_open_r,_nitroFS_read_r,_nitroFS_seek_r,nitroromOpen,nitroromReadIter,nitroromResolvePath,strncasecmp,memcpy,memset,armCopyMem32,sniprintf,_vsniprintf_r,ndsBaseGcPlayDObjAnimJoint,ndsR2FtAnimParseDObjFigatree,ndsR2AnimValueQ,ftParamUpdateAnimKeys,ndsBaseGcPlayMObjMatAnim,_malloc_r,_free_r
780,931010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,122,0,0,0,60,70,264,4,68,0,0
781,956846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,127,0,0,1,60,70,264,4,68,0,0
782,943278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,128,0,0,0,60,70,264,4,68,0,0
783,943448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,127,0,0,0,60,70,264,4,68,0,0
784,937993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,126,0,0,0,60,70,264,4,68,0,0
785,940288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,128,0,0,0,60,70,264,4,68,0,0
786,940085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,127,0,0,0,60,70,264,4,68,0,0
787,950729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,131,0,0,0,60,70,264,4,68,0,0
788,1074199,0,1,0,0,0,0,1,1,4,1,1,0,1,1,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,172,0,1,0,60,112,434,6,100,0,0
789,953215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,140,0,0,0,60,78,314,4,68,0,0
790,976373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,149,0,0,0,60,78,314,4,68,0,0
791,950102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,137,0,0,0,60,78,314,4,68,0,0
792,953267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,140,0,0,0,60,78,314,4,68,0,0
793,957572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,143,0,0,0,60,78,314,4,68,0,0
794,1234806,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,979,16,0,0,0,2,2,0,0,2,0,2,0,6,2,0,0,0,0,118,116,17,0,0,60,78,314,4,68,0,0
795,1137948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,746,11,0,0,0,2,0,0,0,2,0,0,0,3,0,0,0,0,0,118,72,12,0,0,60,78,314,4,68,0,0
796,1061035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108,72,0,0,1,60,78,314,4,68,0,0
797,1063838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108,74,0,0,0,60,78,314,4,68,0,0
798,1386427,1,1,0,0,0,0,1,1,4,1,1,0,1,1,1,3,1,0,6,2,199,16,0,0,0,2,2,0,0,2,0,2,0,6,2,0,0,0,0,118,131,20,1,5,60,114,458,6,96,0,0
799,805981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107,54,0,0,0,60,0,0,0,8,0,0
800,784974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107,54,0,0,0,60,0,0,0,8,0,0
801,784487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107,54,0,0,0,60,0,0,0,8,0,0
802,785911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,54,0,0,0,60,0,0,0,8,0,0
803,922590,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,73,0,0,0,60,78,314,4,68,0,0
804,887587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,63,0,0,0,60,78,314,4,68,0,0
805,902934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,86,0,0,0,60,78,314,4,68,0,0
806,920867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,89,0,0,0,60,78,314,4,68,0,0
807,900641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,63,0,0,0,60,78,314,4,68,0,0
808,993509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,99,0,0,5,60,78,314,4,68,0,0
809,915094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,77,0,0,0,60,78,314,4,68,0,0
810,916498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,89,0,0,0,60,78,314,4,68,0,0
811,940371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,93,0,0,1,60,78,314,4,68,0,0
812,930283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,108,0,0,0,60,78,314,4,68,0,0
813,926383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,99,0,0,0,60,78,314,4,68,0,0
814,917711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,102,0,0,0,60,78,314,4,68,0,0
815,909734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,93,0,0,0,60,78,314,4,68,0,0
816,915237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,92,0,0,0,60,78,314,4,68,0,0
817,956319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,747,11,0,0,0,2,0,0,0,2,0,0,0,3,0,0,0,0,0,115,84,12,0,0,60,42,170,4,68,0,0
818,956819,0,1,0,0,0,0,1,1,4,1,1,0,1,1,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107,88,0,1,0,60,55,205,5,84,0,0
819,862457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,70,0,0,0,60,34,120,4,68,0,0
820,860016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,70,0,0,0,60,34,120,4,68,0,0
821,857985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,70,0,0,0,60,34,120,4,68,0,0
822,971369,0,1,0,0,0,0,1,1,4,1,1,0,1,1,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,93,0,1,0,60,74,294,6,100,0,0
823,875000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,75,0,0,0,60,40,174,4,68,0,0
824,880076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,85,0,0,0,60,40,174,4,68,0,0
825,885251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,82,0,0,0,60,40,174,4,68,0,0
826,906666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,91,0,0,1,60,40,174,4,68,0,0
827,885221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,88,0,0,0,60,40,174,4,68,0,0
828,1054960,0,2,0,0,0,0,2,2,8,2,2,0,2,2,2,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107,106,0,2,0,60,88,318,7,116,0,0
829,872131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,70,0,0,0,60,34,114,4,68,0,0
830,865448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,72,0,0,0,60,34,114,4,68,0,0
831,863066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,72,0,0,0,60,34,114,4,68,0,0
832,864957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,75,0,0,0,60,34,114,4,68,0,0
833,867541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,77,0,0,0,60,34,114,4,68,0,0
834,991125,0,1,0,0,0,0,1,1,4,1,1,0,1,1,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118,110,0,1,0,69,52,189,5,84,0,0
835,1081684,0,1,0,0,0,0,1,1,4,1,1,0,1,1,1,3,1,0,3,1,144,7,0,0,0,1,1,0,0,1,0,1,0,3,1,0,0,0,0,123,97,8,1,0,60,87,320,5,82,0,0
836,943527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114,80,0,0,0,60,68,226,4,68,0,0
837,945696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,82,0,0,0,60,68,226,4,68,0,0
838,1123467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,748,11,0,0,0,2,0,0,0,2,0,0,0,3,0,0,0,0,0,128,100,12,0,5,60,68,226,4,68,0,0
839,956362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114,84,0,0,0,60,68,226,4,68,0,0
840,959961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117,90,0,0,1,60,68,226,4,68,0,0
841,933762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,78,0,0,0,60,68,226,4,68,0,0
842,934177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,79,0,0,0,60,68,226,4,68,0,0
843,922551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,76,0,0,0,60,68,226,4,68,0,0
844,946066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,88,0,0,0,69,68,226,4,70,0,0
845,941614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117,86,0,0,0,60,68,226,4,68,0,0
846,929491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117,86,0,0,0,60,68,226,4,68,0,0
847,926393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117,91,0,0,0,60,68,226,4,68,0,0
848,927571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117,84,0,0,0,60,68,226,4,68,0,0
849,923813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117,80,0,0,0,60,68,226,4,68,0,0
850,923100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117,89,0,0,0,60,68,226,4,68,0,0
851,910577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,81,0,0,0,60,68,226,4,68,0,0
852,909018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,77,0,0,0,60,68,226,4,68,0,0
853,908163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,77,0,0,0,60,68,226,4,68,0,0
854,905450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,75,0,0,0,60,68,226,4,68,0,0
855,930795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,85,0,0,1,60,68,226,4,68,0,0
856,914403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,79,0,0,0,60,68,226,4,68,0,0
857,936770,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,106,0,0,0,60,68,226,4,68,0,0
858,907665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,76,0,0,0,60,68,226,4,68,0,0
859,914841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,76,0,0,0,60,68,226,4,68,0,0
860,958434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,7,0,0,0,2,0,0,0,2,0,0,0,3,0,0,0,0,0,115,87,8,0,0,60,68,226,4,68,0,0
861,918212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,81,0,0,0,60,68,226,4,68,0,0
862,916151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,87,0,0,0,60,68,226,4,68,0,0
863,917970,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,89,0,0,0,60,68,226,4,68,0,0
864,915658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,83,0,0,0,60,68,226,4,68,0,0
865,984064,0,1,0,0,0,0,1,1,4,1,1,0,1,1,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,99,0,1,0,60,83,280,5,82,0,0
866,897159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,71,0,0,0,60,64,222,4,68,0,0
867,898870,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,74,0,0,0,60,64,222,4,68,0,0
868,976879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,94,0,0,5,60,64,222,4,68,0,0
869,907628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,77,0,0,0,60,64,222,4,68,0,0
870,941517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,101,0,0,1,60,64,222,4,68,0,0
871,899141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,73,0,0,0,60,64,222,4,68,0,0
872,903599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,74,0,0,0,60,64,222,4,68,0,0
873,904212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,75,0,0,0,60,64,222,4,68,0,0
874,905351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,75,0,0,0,60,64,222,4,68,0,0
875,923869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,103,0,0,0,60,64,222,4,68,0,0
876,1096419,0,2,0,0,0,0,2,2,8,2,2,0,2,2,2,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107,114,0,2,0,60,121,459,7,116,0,0
877,906686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,75,0,0,0,60,70,282,4,68,0,0
878,911254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,85,0,0,0,60,70,282,4,68,0,0
879,912910,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,84,0,0,0,60,70,282,4,68,0,0
880,934372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,112,0,0,0,60,70,282,4,68,0,0
881,917947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,88,0,0,0,60,70,282,4,68,0,0
882,1132733,0,2,0,0,0,0,2,2,8,2,2,0,2,2,2,6,2,0,3,0,1,7,0,0,0,2,0,0,0,2,0,0,0,3,0,0,0,0,0,117,106,8,2,0,60,118,426,7,116,0,0
883,980584,0,1,0,0,0,0,1,1,4,1,1,0,1,1,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,88,0,1,0,60,81,282,5,84,0,0
884,894562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,72,0,0,0,60,64,228,4,68,0,0
885,930906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,99,0,0,1,60,64,228,4,68,0,0
886,891794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,70,0,0,0,60,64,228,4,68,0,0
887,893331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,72,0,0,0,60,64,228,4,68,0,0
888,902447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,71,0,0,0,60,64,228,4,68,0,0
889,907015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,72,0,0,0,60,64,228,4,68,0,0
890,932071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,97,0,0,0,60,64,228,4,68,0,0
891,912198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,73,0,0,0,60,64,228,4,68,0,0
892,911773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,75,0,0,0,60,64,228,4,68,0,0
893,907227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,75,0,0,0,60,64,228,4,68,0,0
894,915059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,77,0,0,0,60,64,228,4,68,0,0
895,933606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,100,0,0,0,60,64,228,4,68,0,0
896,911023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,78,0,0,0,60,64,228,4,68,0,0
897,917154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,80,0,0,0,60,64,228,4,68,0,0
898,1095782,0,1,0,0,0,0,1,1,4,1,1,0,1,1,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107,115,0,1,5,60,107,429,6,100,0,0
899,929066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,85,0,0,0,60,70,282,4,68,0,0
900,974550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,114,0,0,1,60,70,282,4,68,0,0
901,928722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,83,0,0,0,60,70,282,4,68,0,0
902,962353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117,100,0,0,0,69,70,282,4,70,0,0
903,1129793,0,2,0,0,0,0,2,2,8,2,2,0,2,2,2,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119,122,0,2,0,60,121,456,7,116,0,0
904,984107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,7,0,0,0,2,0,0,0,2,0,0,0,3,0,0,0,0,0,127,80,8,0,0,60,64,222,4,68,0,0
