region,ticks,in_p95_set,memcpy,memset,armCopyMem32,get_fat.isra.0,f_lseek,f_read,_dvmCacheCopy,_dvmDiscCacheReadWrite,_ntrcardRomReadSector,ndsAudioBgmReadPacket,ndsAudioBgmReadExact,ndsAudioBgmWorkerMain,ndsAudioBgmUpdate,ndsAudioBgmPrepareBuffer,ndsRelocNormalizeFighterAObj16File,ndsRelocAssetIDForToken,ndsRelocAssetFindEntry,sniprintf,ndsRelocAssetLoadData,ndsRelocAssetLoadIntoZeroedHeap,ndsRelocFinalizeLoadedFile,ndsRelocRegisterLoadedFile,ndsRelocApplyWordByteSwap,ndsFighterMarioFoxDLAllDrawForSlot.constprop.0,ndsRendererCommitNativeStageSegment,ndsRendererNativeEmitProductionPrimitiveGroups,ndsRendererExecuteNativeFighterOwnerProduction,ndsRendererNativeStageLoadNoZMatrix,ndsRendererNativeStageEmitNoZTriangle,ndsRendererNativeStageEmitNoZVertex.isra.0,ndsRendererNativePrepareProductionRun,ndsRendererMtxMulAffine20p12
370,1047638,0,109,117,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,2,8,54,2,47,27,81,67,54
371,1137772,0,148,98,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,8,54,2,47,27,81,67,54
372,1169170,0,151,105,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,8,54,2,47,27,81,67,54
373,1095981,0,111,145,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,2,8,54,2,47,27,81,67,55
374,1401797,1,192,136,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,2,8,54,2,47,27,81,67,55
375,999985,0,111,99,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,8,54,2,47,27,81,67,55
376,983765,0,111,83,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,8,54,2,47,27,81,67,55
377,986112,0,107,83,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,8,54,2,47,27,81,67,54
378,996321,0,111,89,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,8,54,2,47,27,81,67,55
379,987183,0,107,83,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,8,54,2,47,27,81,67,54
380,970940,0,109,82,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,8,54,2,47,27,81,67,54
381,940695,0,109,71,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,8,54,2,47,27,81,67,54
382,946712,0,105,77,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,8,54,2,47,27,81,67,53
383,981769,0,109,88,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,8,54,2,47,27,81,67,54
384,1063829,0,110,112,3,124,1,1,3,3,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,2,8,54,2,47,27,81,67,54
385,944135,0,109,83,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,8,54,2,47,27,81,67,54
386,962772,0,109,91,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,8,54,2,47,27,81,67,54
387,969058,0,105,88,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,8,54,2,47,27,81,67,53
388,1122837,0,121,108,12,763,1,3,12,12,0,1,2,0,2,1,0,0,0,0,0,0,0,0,0,2,8,54,2,47,27,81,67,54
389,943460,0,109,75,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,8,54,2,47,27,81,67,54
390,975996,0,109,92,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,8,54,2,47,27,81,67,54
391,958233,0,109,95,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,8,54,2,47,27,81,67,54
392,1001850,0,105,96,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,2,8,54,2,47,27,81,67,53
393,1160814,0,122,117,4,224,1,2,4,4,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,2,8,54,2,47,27,81,67,57
394,1092051,0,109,138,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,2,8,54,2,47,27,81,67,54
395,957860,0,109,102,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,8,54,2,47,27,81,67,54
396,1234484,1,120,106,18,1873,2,5,18,16,0,0,0,0,2,0,1,4,1,1,0,0,1,1,0,2,8,54,2,47,27,81,67,54
397,961381,0,108,93,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,8,54,2,47,27,81,67,53
398,968744,0,113,89,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,8,54,2,47,27,81,67,54
399,945441,0,112,94,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,8,54,2,47,27,81,67,54
400,942132,0,112,84,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,8,54,2,47,27,81,67,54
401,1041606,0,113,96,0,0,0,0,0,0,0,0,0,0,2,0,1,4,1,1,0,0,1,1,0,2,8,54,2,47,27,81,67,54
402,934316,0,108,85,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,8,54,2,47,27,81,67,53
403,990562,0,112,118,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,8,54,2,47,27,81,67,54
404,1211167,1,153,115,14,25,2,6,14,13,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,8,54,2,47,27,81,67,54
405,1271372,1,171,102,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,8,54,2,47,27,81,67,54
406,1271928,1,171,90,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,8,54,2,47,27,81,67,54
407,1363784,1,177,97,12,764,1,3,12,12,0,1,2,0,2,1,0,0,0,0,0,0,0,0,0,2,8,54,2,47,27,81,67,53
408,1277325,1,171,106,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,8,54,2,47,27,81,67,54
409,1007980,0,112,104,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,8,54,2,47,27,81,67,54
410,1254771,1,125,142,4,223,1,2,4,4,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,2,8,54,2,47,27,81,67,57
411,1101480,0,123,111,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,8,54,2,47,27,81,67,57
412,1098409,0,119,122,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,8,54,2,47,27,81,67,56
413,1120715,0,123,128,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,8,54,2,47,27,81,67,57
414,1125088,0,123,128,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,8,54,2,47,27,81,67,57
415,1091861,0,123,120,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,8,54,2,47,27,81,67,57
416,1095933,0,123,118,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,8,54,2,47,27,81,67,57
417,1086458,0,119,116,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,8,54,2,47,27,81,67,56
418,1180361,0,124,137,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,8,54,2,47,27,81,67,57
419,1070782,0,123,117,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,8,54,2,47,27,81,67,57
420,1072221,0,115,121,2,0,0,1,2,1,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,2,8,54,2,47,27,81,67,55
421,928843,0,113,96,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,8,54,2,47,27,81,67,55
422,936458,0,109,93,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,8,54,2,47,27,81,67,54
423,935677,0,113,88,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,8,54,2,47,27,81,67,55
424,917236,0,113,82,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,8,54,2,47,27,81,67,55
425,917721,0,117,87,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,8,54,2,47,27,81,67,56
426,974184,0,116,87,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,2,8,54,2,47,27,81,67,55
427,1014639,0,122,77,12,766,1,3,12,12,0,1,2,0,2,1,0,0,0,0,0,0,0,0,0,2,8,54,2,47,27,81,67,54
428,933601,0,116,72,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,8,54,2,47,27,81,67,55
429,912745,0,116,73,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,8,54,2,47,27,81,67,55
430,942499,0,128,97,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,8,54,2,47,27,81,67,58
431,1231050,1,141,133,4,222,1,2,4,4,0,0,0,0,2,0,2,8,2,2,0,0,2,2,0,2,8,54,2,47,27,81,67,62
432,1039959,0,129,109,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,8,54,2,47,27,81,67,60
433,1086381,0,133,129,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,8,54,2,47,27,81,67,61
434,1092713,0,133,131,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,8,54,2,47,27,81,67,61
435,1116752,0,133,136,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,8,54,2,47,27,81,67,61
436,1109559,0,137,136,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,8,54,2,47,27,81,67,62
437,1186384,0,121,151,0,0,0,0,0,0,0,0,0,0,2,0,1,4,1,1,0,0,1,1,0,2,8,54,2,47,27,81,67,56
438,1005845,0,127,102,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,8,54,2,47,27,81,67,57
439,975337,0,124,107,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,8,54,2,47,27,81,67,57
440,946421,0,124,108,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,8,54,2,47,27,81,67,57
441,888197,0,116,79,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,8,54,2,47,27,81,67,55
442,879560,0,116,79,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,8,54,2,47,27,81,67,55
443,873480,0,112,75,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,8,54,2,47,27,81,67,54
444,867908,0,112,69,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,8,54,2,47,27,81,67,54
445,874300,0,112,75,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,8,54,2,47,27,81,67,54
446,1556384,1,138,183,22,1813,2,6,22,20,0,0,0,0,2,0,1,6,1,1,0,0,1,1,0,2,8,54,2,47,27,81,67,60
447,969124,0,132,70,12,766,1,3,12,12,0,1,2,0,2,1,0,0,0,0,0,0,0,0,0,2,8,54,2,47,27,81,67,60
448,978946,0,123,95,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,8,54,2,47,27,81,67,60
449,883429,0,118,74,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,8,54,2,47,27,81,67,59
450,862201,0,118,70,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,8,54,2,47,27,81,67,59
451,1104205,0,119,136,0,0,0,0,0,0,0,0,0,0,2,0,1,4,1,1,0,0,1,1,0,2,8,54,2,47,27,81,67,59
452,1022976,0,114,103,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,2,8,54,2,47,27,81,67,54
453,953946,0,114,80,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,8,54,2,47,27,81,67,54
454,973378,0,114,113,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,8,54,2,47,27,81,67,54
455,1168181,0,145,108,4,124,1,2,4,4,0,0,0,0,2,0,1,4,1,1,0,0,1,1,0,2,8,54,2,47,27,81,67,55
456,1032548,0,137,94,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,8,54,2,47,27,81,67,55
457,1040169,0,137,112,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,8,54,2,47,27,81,67,55
458,1139093,0,138,167,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,8,54,2,47,27,81,67,55
459,1164293,0,137,191,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,8,54,2,47,27,81,67,55
460,1099271,0,137,130,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,8,54,2,47,27,81,67,55
461,1039117,0,114,108,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,2,8,54,2,47,27,81,67,54
462,947301,0,114,85,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,8,54,2,47,27,81,67,54
463,975930,0,114,99,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,8,54,2,47,27,81,67,54
464,953826,0,114,92,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,8,54,2,47,27,81,67,54
465,951612,0,114,94,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,8,54,2,47,27,81,67,54
466,876675,0,104,82,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,8,54,2,47,27,81,67,52
467,869869,0,104,80,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,8,54,2,47,27,81,67,52
468,1081123,0,115,99,12,767,1,3,12,12,0,1,2,0,2,1,1,4,1,1,0,0,1,1,0,2,8,54,2,47,27,81,67,52
469,878086,0,104,76,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,8,54,2,47,27,81,67,52
470,905481,0,104,80,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,2,8,54,2,47,27,81,67,52
471,842579,0,104,69,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,8,54,2,47,27,81,67,52
472,846311,0,104,73,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,8,54,2,47,27,81,67,52
473,840190,0,104,71,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,8,54,2,47,27,81,67,52
474,840572,0,104,75,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,8,54,2,47,27,81,67,52
475,977359,0,104,120,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,2,8,54,2,47,27,81,67,52
476,897659,0,104,102,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,8,54,2,47,27,81,67,52
477,914107,0,104,118,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,8,54,2,47,27,81,67,52
478,1055907,0,108,136,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,8,54,2,47,27,81,67,52
479,929584,0,104,108,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,8,54,2,47,27,81,67,52
480,1071783,0,107,138,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,2,8,54,2,47,27,81,67,52
481,922962,0,104,88,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,8,54,2,47,27,81,67,52
482,907563,0,104,89,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,8,54,2,47,27,81,67,52
483,915482,0,104,96,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,8,54,2,47,27,81,67,52
484,914742,0,104,92,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,8,54,2,47,27,81,67,52
485,937102,0,104,93,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,8,54,2,47,27,81,67,52
486,911329,0,104,87,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,8,54,2,47,27,81,67,52
487,908952,0,104,84,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,8,54,2,47,27,81,67,52
488,905916,0,104,79,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,8,54,2,47,27,81,67,52
489,916825,0,104,88,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,8,54,2,47,27,81,67,52
490,956086,0,114,82,8,1,0,3,8,8,0,1,2,0,2,1,0,0,0,0,0,0,0,0,0,2,8,54,2,47,27,81,67,52
491,910167,0,104,86,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,8,54,2,47,27,81,67,52
492,903700,0,104,90,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,8,54,2,47,27,81,67,52
493,1228996,1,121,136,3,219,1,2,3,3,0,0,0,0,2,0,2,8,2,2,0,0,2,2,0,2,8,54,2,47,27,81,67,57
494,1030001,0,117,116,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,8,54,2,47,27,81,67,57
495,1042173,0,117,122,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,8,54,2,47,27,81,67,57
496,1037680,0,117,121,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,8,54,2,47,27,81,67,57
497,1041184,0,117,121,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,8,54,2,47,27,81,67,57
498,1002022,0,117,115,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,8,54,2,47,27,81,67,57
499,1089372,0,108,135,0,0,0,0,0,0,0,0,0,0,2,0,1,4,1,1,0,0,1,1,0,2,8,54,2,47,27,81,67,52
500,864842,0,104,87,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,8,54,2,47,27,81,67,52
501,994911,0,104,156,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,8,54,2,47,27,81,67,52
502,974456,0,104,150,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,8,54,2,47,27,81,67,52
503,876661,0,104,94,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,8,54,2,47,27,81,67,52
504,866325,0,104,82,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,8,54,2,47,27,81,67,52
505,865864,0,104,85,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,8,54,2,47,27,81,67,52
506,863375,0,104,80,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,8,54,2,47,27,81,67,52
507,863920,0,104,80,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,8,54,2,47,27,81,67,52
508,954258,0,105,105,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,8,54,2,47,27,81,67,52
509,978065,0,104,107,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,2,8,54,2,47,27,81,67,52
510,924103,0,104,98,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,8,54,2,47,27,81,67,52
511,901266,0,104,92,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,8,54,2,47,27,81,67,52
512,977151,0,114,86,13,769,1,3,13,13,0,1,2,0,2,1,0,0,0,0,0,0,0,0,0,2,8,54,2,47,27,81,67,52
513,897492,0,104,95,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,8,54,2,47,27,81,67,52
514,901414,0,104,93,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,8,54,2,47,27,81,67,52
515,988072,0,105,99,0,0,0,0,0,0,0,0,0,0,2,0,1,4,1,1,0,0,1,1,0,2,8,54,2,47,27,81,67,52
516,872602,0,104,67,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,8,54,2,47,27,81,67,52
517,869172,0,104,67,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,8,54,2,47,27,81,67,52
518,873406,0,105,63,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,8,54,2,47,27,81,67,52
519,873087,0,104,65,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,8,54,2,47,27,81,67,52
520,901213,0,104,83,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,8,54,2,47,27,81,67,52
521,1355863,1,117,142,20,157,2,6,20,17,0,0,0,0,2,0,1,4,1,1,0,0,1,1,0,2,8,54,2,47,27,81,67,56
522,865390,0,106,71,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,8,54,2,47,27,81,67,56
523,897929,0,106,74,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,8,54,2,47,27,81,67,56
524,905806,0,106,80,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,8,54,2,47,27,81,67,56
525,952151,0,104,109,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,8,54,2,47,27,81,67,52
526,890275,0,104,76,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,8,54,2,47,27,81,67,52
527,897827,0,104,86,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,8,54,2,47,27,81,67,52
528,929300,0,104,110,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,8,54,2,47,27,81,67,52
529,1133938,0,120,129,3,61,1,2,3,3,0,0,0,0,2,0,1,4,1,1,0,0,1,1,0,2,8,54,2,47,27,81,67,57
530,1041078,0,117,110,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,8,54,2,47,27,81,67,57
531,1044458,0,117,117,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,8,54,2,47,27,81,67,57
532,1041242,0,117,118,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,8,54,2,47,27,81,67,57
533,1113636,0,127,119,13,770,1,3,13,13,0,1,2,0,2,1,0,0,0,0,0,0,0,0,0,2,8,54,2,47,27,81,67,57
534,1029483,0,117,112,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,8,54,2,47,27,81,67,57
535,1030720,0,117,119,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,8,54,2,47,27,81,67,57
536,1141836,0,116,148,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,2,8,54,2,47,27,81,67,57
537,1017211,0,109,120,3,217,1,1,3,2,0,0,0,0,2,0,1,4,1,1,0,0,1,1,0,2,8,54,2,47,27,81,67,55
538,977311,0,107,136,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,8,54,2,47,27,81,67,55
539,1295516,1,122,124,20,1814,2,6,20,19,0,0,0,0,2,0,1,4,1,1,0,0,1,1,0,2,8,54,2,47,27,81,67,56
540,778771,0,106,54,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,8,54,2,47,27,81,67,56
541,781821,0,106,54,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,8,54,2,47,27,81,67,56
542,782268,0,106,54,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,8,54,2,47,27,81,67,56
543,894520,0,104,66,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,8,54,2,47,27,81,67,56
544,893919,0,104,70,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,8,54,2,47,27,81,67,52
545,894840,0,104,85,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,8,54,2,47,27,81,67,52
546,891478,0,103,86,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,8,54,2,47,27,81,67,52
547,897865,0,103,79,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,8,54,2,47,27,81,67,52
548,892067,0,103,99,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,8,54,2,47,27,81,67,52
549,849672,0,103,79,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,8,54,2,47,27,81,67,52
550,849350,0,103,71,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,8,54,2,47,27,81,67,52
551,909563,0,104,86,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,2,8,54,2,47,27,81,67,52
552,865068,0,104,65,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,8,54,2,47,27,81,67,52
553,970971,0,114,88,13,771,1,3,13,13,0,1,2,0,2,1,0,0,0,0,0,0,0,0,0,2,8,54,2,47,27,81,67,52
554,835255,0,104,61,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,8,54,2,47,27,81,67,52
555,933044,0,104,98,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,2,8,54,2,47,27,81,67,52
556,854937,0,104,82,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,8,54,2,47,27,81,67,52
557,881316,0,104,93,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,8,54,2,47,27,81,67,52
